IMDBID;TITLE;YEAR;GENRE;DIRECTOR;WRITER;ACTORS;IMDBRATING;IMDBVOTES;METASCORE;BOXOFFICE;RELEASED;RUNTIME;LANGUAGE;COUNTRY;RATED;AWARDS;META_CRITIC_RATING;ROTTEN_TOMATOES_RATING
tt2005363;Tekken: Blood Vengeance;2011;Animation, Action, Fantasy;Yoichi Mori;Dai Satô;Isshin Chiba, Unshô Ishizuka, Yuki Matsuoka;5.8;5,925;;;26 Jul 2011;92 min;Japanese;Japan;TV-14;;;
tt1979269;Magic Beyond Words: The J.K. Rowling Story;2011;Biography, Drama;Paul A. Kaufman;Jeffrey Berman, Tony Caballero, Sean Smith;Poppy Montgomery, Emily Holmes, Antonio Cupo;6.6;2,845;;;18 Jul 2011;90 min;English;United States;TV-14;4 wins & 11 nominations total;;33%
tt1696192;A Fairly Odd Movie: Grow Up, Timmy Turner!;2011;Comedy, Family, Fantasy;Savage Steve Holland;Butch Hartman, Scott Fellows;Drake Bell, Daniella Monet, Steven Weber;3.8;3,838;;;09 Jul 2011;48 min;English;United States, Canada, South Korea;PG;1 nomination;;
tt1718199;Dragon;2011;Action, Crime, Drama;Peter Ho-Sun Chan;Oi-Wah Lam, Joyce Chan;Donnie Yen, Takeshi Kaneshiro, Tang Wei;7.0;16,013;62;$11,137;04 Jul 2011;98 min;Mandarin;Hong Kong, China;R;14 wins & 21 nominations total;62/100;84%
tt1776196;Fullmetal Alchemist: The Sacred Star of Milos;2011;Animation, Action, Adventure;Kazuya Murata, Shingo Natsume;Hiromu Arakawa, Yûichi Shinpo, Bonny Clinkenbeard;Vic Mignogna, Maxey Whitehead, Alexis Tipton;6.9;5,541;54;$177,802;20 Jan 2012;110 min;Japanese;Japan;TV-PG;4 wins & 5 nominations;54/100;83%
tt1629705;Blackthorn;2011;Action, Adventure, Drama;Mateo Gil;Miguel Barros;Sam Shepard, Eduardo Noriega, Stephen Rea;6.5;10,679;61;$200,558;01 Jul 2011;102 min;English, Spanish;Spain, France, Bolivia, United Kingdom;R;6 wins & 15 nominations;61/100;75%
tt1846444;2012: Ice Age;2011;Action, Adventure, Drama, Sci-Fi, Thriller;Travis Fort;Paul Sinor, Victoria Dadi;Patrick Labyorteaux, Julie McCullough, Katie Wilson, Nick Afanasiev;2.3;5,731;;;28 Jun 2011;91 min;English;USA;PG;;;
tt1554091;A Better Life;2011;Drama, Romance;Chris Weitz;Eric Eason, Roger L. Simon;Demián Bichir, José Julián, Eddie 'Piolin' Sotelo;7.2;16,690;64;$1,759,252;28 Jul 2011;98 min;English, Spanish;United States;PG-13;Nominated for 1 Oscar. 5 wins & 10 nominations total;64/100;86%
tt1657299;The Decoy Bride;2011;Comedy, Drama, Romance;Sheree Folkson;Neil Jaworski, Sally Phillips;Kelly Macdonald, David Tennant, Alice Eve;6.1;12,778;42;$759;09 Mar 2012;89 min;English, Gaelic;United Kingdom;PG;1 win & 1 nomination;42/100;23%
tt1925421;Elena;2011;Crime, Drama, Thriller;Andrey Zvyagintsev;Oleg Negin, Andrey Zvyagintsev;Nadezhda Markina, Andrey Smirnov, Aleksey Rozin;7.3;15,503;87;$233,380;29 Sep 2011;109 min;Russian;Russia;Not Rated;24 wins & 23 nominations total;87/100;94%
tt1235841;Sidewalls;2011;Comedy, Drama;Gustavo Taretto;Gustavo Taretto;Javier Drolas, Miguel Dedovich, Pilar López de Ayala;7.5;16,407;60;$2,377;26 Oct 2011;95 min;Spanish, French, English, Italian, German;Argentina, Spain, Germany;Not Rated;3 wins & 9 nominations;60/100;67%
tt1640484;Jumping the Broom;2011;Comedy, Drama;Salim Akil;Elizabeth Hunter, Arlene Gibbs;Paula Patton, Laz Alonso, Angela Bassett;5.7;11,718;56;$37,295,394;06 May 2011;112 min;English;United States;PG-13;3 wins & 13 nominations;56/100;57%
tt1571243;Sniper: Reloaded;2011;Action, Drama, Thriller, War;Claudio Fäh;Michael Frost Beckner (based on characters created by), Crash Leyland (based on characters created by), John Fasano (screenplay by), Ross Helford (story by), John Fasano (story by);Chad Michael Collins, Richard Sammel, Annabel Wright, Billy Zane;5.4;7,269;;;26 Apr 2011;91 min;English;South Africa, USA, Germany;R;;;
tt1740047;The Trip;2010;Comedy, Drama;Michael Winterbottom;;Steve Coogan, Rob Brydon, Rebecca Johnson;7.0;23,632;;$2,030,962;24 Apr 2011;112 min;English;United Kingdom;Not Rated;2 nominations total;;89%
tt1525836;Gantz: Perfect Answer;2011;Action, Adventure, Drama;Shinsuke Sato;Hiroya Oku, Yûsuke Watanabe;Kazunari Ninomiya, Ken'ichi Matsuyama, Yuriko Yoshitaka;6.2;4,751;;;23 Apr 2011;141 min;Japanese;Japan;Not Rated;;;
tt1582271;The Good Doctor;2011;Drama, Mystery, Thriller;Lance Daly;John Enbom;Orlando Bloom, Riley Keough, Taraji P. Henson;5.5;7,483;52;$5,206;31 Aug 2012;93 min;English;United States;PG-13;6 nominations total;52/100;65%
tt1743720;The Greatest Movie Ever Sold;2011;Documentary, Comedy;Morgan Spurlock;Jeremy Chilnick, Morgan Spurlock;J.J. Abrams, Peter Berg, Paul Brennan;6.6;15,290;66;$638,476;24 Aug 2011;90 min;English;United States;PG-13;2 wins & 5 nominations total;66/100;72%
tt1223236;African Cats;2010;Documentary, Adventure;Keith Scholey, Alastair Fothergill;Keith Scholey, John Truby, Owen Newman;Samuel L. Jackson, Patrick Stewart;7.5;6,818;61;$15,428,747;22 Apr 2011;89 min;English;United States, United Kingdom;G;3 nominations total;61/100;73%
tt1726861;The Prey;2011;Action, Crime, Drama;Eric Valette;Laurent Turner, Luc Bossi, Jeffrey Hylton;Albert Dupontel, Alice Taglioni, Stéphane Debac;6.6;5,935;58;$13,959;07 Jun 2013;105 min;French;France;R;;58/100;70%
tt1518812;Meek's Cutoff;2010;Adventure, Drama, Thriller;Kelly Reichardt;Jonathan Raymond;Michelle Williams, Bruce Greenwood, Paul Dano;6.5;15,560;85;$977,772;15 Apr 2011;104 min;English;United States;PG;7 wins & 14 nominations total;85/100;86%
tt1575694;The Hit List;2011;Action, Thriller;William Kaufman;Chad Law, Evan Law;Cuba Gooding Jr., Cole Hauser, Jonathan LaPaglia;5.4;12,116;;;03 Apr 2011;90 min;English;United States;R;;;
tt1781781;Born to Race;2011;Action, Sport;Alex Ranarivelo;Steve Sarno (story), Alex Ranarivelo (story), Ali Afshar (story), Steve Sarno, Alex Ranarivelo;Joseph Cross, John Pyper-Ferguson, Brando Eaton, Nicole Badaan;6.0;6,198;;;28 Feb 2012;99 min;English;USA;PG-13;;;
tt1625150;North Sea Texas;2011;Drama, Romance;Bavo Defurne;Bavo Defurne, Yves Verbraeken, André Sollie;Ben Van den Heuvel, Eva van der Gucht, Thomas Coumans;7.1;10,192;63;$28,307;02 Nov 2012;98 min;Dutch, German, French, English;Belgium;Not Rated;3 wins & 4 nominations;63/100;83%
tt1857824;Perras;2011;Drama, Romance, Thriller;Guillermo Ríos;Guillermo Ríos;Claudia Zepeda, Karen de la Hoya, Scarlet Dergal;5.5;1,092;;;04 Mar 2011;100 min;Spanish;Mexico;Not Rated;2 nominations;;
tt1481572;Happythankyoumoreplease;2010;Comedy, Drama, Romance;Josh Radnor;Josh Radnor;Josh Radnor, Malin Akerman, Zoe Kazan;6.7;30,660;45;$216,110;03 Mar 2011;100 min;English;United States;R;1 win & 3 nominations;45/100;42%
tt1847645;Megamind: The Button of Doom;2011;Animation, Short, Action, Comedy, Family, Sci-Fi;Simon J. Smith;Alan Schoolcraft, Brent Simons;Will Ferrell, David Cross, Michelle Belforte, Jordan Alexander Hauser;6.4;2,286;;;25 Feb 2011;16 min;English;USA;TV-PG;1 win.;;
tt1712187;The Ages of Love;2011;Comedy, Romance;Giovanni Veronesi;Andrea Agnello, Ugo Chiti, Giovanni Veronesi;Monica Bellucci, Robert De Niro, Riccardo Scamarcio;5.9;4,561;;;25 Feb 2011;125 min;Italian;Italy;;2 wins & 2 nominations;;
tt1440266;Pina;2011;Documentary, Music;Wim Wenders;Wim Wenders;Pina Bausch, Regina Advento, Malou Airaudo;7.6;16,252;83;$3,524,826;24 Feb 2011;103 min;German, French, English, Spanish, Croatian, Italian, Portuguese, Russian, Korean;Germany, France, United Kingdom, United States;PG;Nominated for 1 Oscar. 10 wins & 27 nominations total;83/100;95%
tt1700258;Kokowääh;2011;Comedy;Til Schweiger, Torsten Künstler;Béla Jarzyk, Til Schweiger;Numan Acar, Meret Becker, Gode Benedix;6.3;10,427;;;03 Feb 2011;126 min;German;Germany;;3 wins & 1 nomination;;
tt1687247;Life in a Day;2011;Documentary, Drama;Tegan Bukowski, Loressa Clisby, Kevin Macdonald;;Hiroaki Aikawa, Cindy Baer, Teagan Bentley;7.6;15,636;58;$252,788;27 Jan 2011;95 min;English, Italian, Japanese, German, Spanish, Indonesian, Balinese, Portuguese, Ukrainian, Vietnamese, Catalan, Dutch, Bengali, Masai, Hindi, Arabic, Quechua, Russian;United Kingdom, United States;PG-13;1 win & 5 nominations;58/100;79%
tt1793239;The Assault;2010;Action, History, Thriller;Julien Leclercq;Simon Moutaïrou, Julien Leclercq, Roland Môntins;Vincent Elbaz, Grégori Derangère, Mélanie Bernier;6.1;4,210;55;;09 Mar 2011;91 min;French, Arabic;France;R;;55/100;53%
tt1781069;Zeitgeist: Moving Forward;2011;Documentary;Peter Joseph;Peter Joseph;Peter Joseph, Robert Sapolsky, Gabor Maté;8.1;18,800;;;15 Jan 2011;161 min;English;United States;Not Rated;1 win & 1 nomination;;
tt1667100;Second Chance;2010;Comedy, Romance;Nicolas Cuche;Luc Bossi, Laurent Turner;Virginie Efira, François-Xavier Demaison, Armelle Deutsch;6.1;2,753;;;05 Jan 2011;87 min;French, Korean;France, Belgium;;2 wins;;
tt1422032;Even the Rain;2010;Drama, History;Icíar Bollaín;Paul Laverty;Gael García Bernal, Luis Tosar, Karra Elejalde;7.4;14,369;69;$518,017;05 Jan 2011;103 min;Spanish, Quechua, English;Spain, Mexico, France;Not Rated;22 wins & 17 nominations;69/100;87%
tt1564916;Head Over Heels;2010;Comedy;Roberto Santucci;Paulo Cursino, Marcelo Saback;Ingrid Guimarães, Maria Paula, Bruno Garcia;5.7;2,570;;;31 Dec 2010;101 min;Portuguese;Brazil;;1 win & 8 nominations;;
tt1658851;Toast;2010;Biography, Comedy, Drama;S.J. Clarkson;Lee Hall, Nigel Slater;Oscar Kennedy, Victoria Hamilton, Colin Prockter;6.5;10,717;57;;30 Dec 2010;96 min;English;United Kingdom;Not Rated;2 nominations;57/100;62%
tt1672218;A Christmas Carol;2010;Adventure, Drama, Sci-Fi;Toby Haynes;Steven Moffat, Sydney Newman;Matt Smith, Karen Gillan, Arthur Darvill;8.5;8963;;;25 Dec 2010;62 min;English;United Kingdom;TV-PG;;;
tt1555064;Country Strong;2010;Drama, Music;Shana Feste;Shana Feste;Garrett Hedlund, Gwyneth Paltrow, Leighton Meester;6.3;19,176;45;$20,218,921;07 Jan 2011;117 min;English;United States;PG-13;Nominated for 1 Oscar. 1 win & 8 nominations total;45/100;22%
tt1533117;Let the Bullets Fly;2010;Action, Comedy, Drama;Wen Jiang;Junli Guo, Wen Jiang, Bukong Li;Chow Yun-Fat, Wen Jiang, You Ge;7.3;13,610;66;$63,012;16 Dec 2010;132 min;Mandarin, Chinese;China, Hong Kong;Not Rated;30 wins & 38 nominations total;66/100;75%
tt1332134;King of Devil's Island;2010;Action, Drama;Marius Holst;Mette M. Bølstad, Lars Saabye Christensen, Dennis Magnusson;Benjamin Helstad, Trond Nilssen, Stellan Skarsgård;7.4;20,246;;$7,615;17 Dec 2010;116 min;Norwegian, Swedish;Norway, France, Sweden, Poland;Not Rated;8 wins & 11 nominations;;94%
tt1673702;A Cat in Paris;2010;Animation, Adventure, Comedy;Jean-Loup Felicioli, Alain Gagnol;Alain Gagnol, Jacques-Rémy Girerd;Dominique Blanc, Bernadette Lafont, Bruno Salomone;6.9;12,085;63;$309,973;15 Dec 2010;70 min;French, English;France, Belgium;PG;Nominated for 1 Oscar. 1 win & 6 nominations total;63/100;83%
tt1814643;Banana;2010;Animation, Short, Comedy;Kyle Balda, Samuel Tourneux;Pierre Coffin;Pierre Coffin, Dan Russell, Kent Boyd;7.3;3,860;;;14 Dec 2010;4 min;English;United States, France;TV-Y7;;;
tt1477109;Space Battleship Yamato;2010;Action, Adventure, Drama;Takashi Yamazaki;Leiji Matsumoto, Yoshinobu Nishizaki, Shimako Sato;Takuya Kimura, Meisa Kuroki, Toshirô Yanagiba;6.0;6,477;;;01 Dec 2010;138 min;Japanese;Japan;TV-14;1 win & 1 nomination;;
tt1612750;A Natale mi sposo;2010;Comedy;Paolo Costella;Massimo Boldi, Gianluca Bomprezzi, Gianluca Bomprezzi;Massimo Boldi, Vincenzo Salemme, Nancy Brilli;4.3;356;;;26 Nov 2010;97 min;Italian;Italy;;;;
tt1482989;Bruce Lee, My Brother;2010;Biography, Drama;Manfred Wong, Wai-Man Yip;Jan-Fai Lee, Manfred Wong;Aarif Lee, Tony Ka Fai Leung, Christy Chung;6.4;1,987;;;25 Nov 2010;129 min;Cantonese;Hong Kong, China;;1 win & 6 nominations;;
tt1782440;Firebreather;2009;Animation, Action, Adventure;Peter Chung;Phil Hester, James Krieg, Andy Kuhn;Tia Texada, Jesse Head, Dante Basco;6.0;2,105;;;24 Nov 2010;70 min;English;United States;TV-PG;Won 2 Primetime Emmys. 2 wins & 3 nominations total;;
tt1235830;Chico & Rita;2009;Animation, Crime, Drama;Tono Errando, Javier Mariscal, Fernando Trueba;Ignacio Martínez de Pisón, Fernando Trueba;Eman Xor Oña, Limara Meneses, Mario Guerra;7.2;9,769;76;$350,524;19 Nov 2010;94 min;Spanish, English, French;Spain, United Kingdom, Isle of Man;Not Rated;Nominated for 1 Oscar. 10 wins & 12 nominations total;76/100;88%
tt4008518;Doragon bôru: Sûpâ saiyajin zetsumetsu keikaku;2010;Animation, Short, Action, Fantasy;Yoshihiro Ueda;Takao Koyama (story), Hitoshi Tanaka (screenplay), Akira Toriyama (creator);Kenji Akabane, Takahiro Fujimoto, Toshio Furukawa, Ryô Horikawa;6.9;790;;;11 Nov 2010;30 min;Japanese;Japan;;;;
tt1599975;The Princess of Montpensier;2010;Action, Drama, History;Bertrand Tavernier;Jean Cosmos, Madame de La Fayette, François-Olivier Rousseau;Mélanie Thierry, Lambert Wilson, Gaspard Ulliel;6.5;4,331;78;$352,428;03 Nov 2010;139 min;French;France, Germany;Not Rated;2 wins & 9 nominations;78/100;85%
tt1692504;We Are the Night;2010;Drama, Fantasy, Horror;Dennis Gansel;Jan Berger, Dennis Gansel;Karoline Herfurth, Nina Hoss, Jennifer Ulrich;6.2;8,979;;;28 Oct 2010;99 min;German;Germany;Not Rated;1 win & 5 nominations;;60%
tt1451423;The Boy Who Cried Werewolf;2010;Comedy, Drama, Family;Eric Bross;Art Edler Brown, Douglas Sloan;Victoria Justice, Chase Ellison, Anna Galvin;5.9;3,988;;;22 Oct 2010;83 min;English;United States, Canada;TV-PG;1 win & 2 nominations;;
tt1341710;The Shrine;2010;Horror;Jon Knautz;Jon Knautz, Brendan Moore, Trevor Matthews;Aaron Ashmore, Cindy Sampson, Meghan Heffern;5.5;14,426;;;14 Oct 2010;85 min;English, Polish;Canada;Not Rated;1 nomination;;80%
tt1744776;Legend of the Boneknapper Dragon;2010;Animation, Short, Adventure;John Puglisi;Peter Steinfeld, Cressida Cowell, Jeff Snow;Jay Baruchel, Gerard Butler, Craig Ferguson;6.9;4,212;;;09 Feb 2013;17 min;English;United States;TV-PG;;;
tt1544572;The Search for Santa Paws;2010;Adventure, Drama, Family, Fantasy, Musical;Robert Vince;Robert Vince, Anna McRoberts, Paul Tamasy (characters);Kaitlyn Maher, Madison Pettis, Richard Riehle, Danny Woodburn;5.4;2,437;;;23 Nov 2010;96 min;English;Canada;G;1 nomination.;;
tt1407049;Altitude;2010;Horror, Mystery, Sci-Fi;Kaare Andrews;Paul A. Birkett;Jessica Lowndes, Julianna Guill, Ryan Donowho;4.8;10,748;;;10 Oct 2010;90 min;English;Canada, United States;R;2 wins & 2 nominations total;;
tt1499249;Lake Placid 3;2010;Action, Adventure, Comedy;Griff Furst;David Reed;Colin Ferguson, Yancy Butler, Kirsty Mitchell;3.3;5,578;;;21 Aug 2010;93 min;English;United States, Bulgaria;R;;;
tt1305797;Enthiran;2010;Action, Sci-Fi, Thriller;S. Shankar;S. Shankar, Sujatha, Swanand Kirkire;Rajinikanth, Aishwarya Rai Bachchan, Danny Denzongpa;7.1;31,156;;;01 Oct 2010;174 min;Tamil;India;Not Rated;27 wins & 15 nominations;;77%
tt1270842;Norwegian Wood;2010;Drama, Romance;Anh Hung Tran;Haruki Murakami, Anh Hung Tran;Ken'ichi Matsuyama, Rinko Kikuchi, Kiko Mizuhara;6.3;12,633;58;$13,000;11 Dec 2010;133 min;Japanese;Japan;Not Rated;4 wins & 9 nominations;58/100;74%
tt1194417;Casino Jack;2010;Biography, Comedy, Crime;George Hickenlooper;Norman Snider;Kevin Spacey, Barry Pepper, Jon Lovitz;6.2;17,862;51;$1,042,959;07 Jan 2011;108 min;English;Canada;R;1 win & 2 nominations;51/100;39%
tt1403988;The Romantics;2010;Comedy, Drama, Romance;Galt Niederhoffer;Galt Niederhoffer;Katie Holmes, Anna Paquin, Josh Duhamel;5.0;12,605;43;$106,524;26 May 2010;95 min;English;United States;PG-13;;43/100;14%
tt1486670;F;2010;Crime, Drama, Horror;Johannes Roberts;Johannes Roberts;David Schofield, Eliza Bennett, Ruth Gemmell;4.6;4,266;;;09 Jul 2013;79 min;English;United Kingdom;R;;;79%
tt1571402;Angel of Evil;2010;Biography, Crime, Drama;Michele Placido;Renato Vallanzasca, Carlo Bonini, Antonella D'Agostino;Kim Rossi Stuart, Filippo Timi, Valeria Solarino;6.8;3,487;48;;21 Jan 2011;125 min;Italian;Italy, France, Romania;R;10 wins & 11 nominations;48/100;52%
tt1467388;Astral City: A Spiritual Journey;2010;Drama, Fantasy;Wagner de Assis;Wagner de Assis, Chico Xavier, Vivian Perl;Renato Prieto, Fernando Alves Pinto, Rosanne Mulholland;6.4;3,789;;;03 Sep 2010;103 min;Portuguese;Brazil;Not Rated;2 wins & 6 nominations total;;
tt1460743;Reign of Assassins;2010;Action, Adventure;Chao-Bin Su, John Woo;Chao-Bin Su;Michelle Yeoh, Jung Woo-sung, Xueqi Wang;6.8;9,150;;;28 Sep 2010;117 min;Mandarin, English;China, Taiwan, Hong Kong;R;3 wins & 21 nominations;;67%
tt1517214;The Clink of Ice;2010;Comedy, Drama;Bertrand Blier;Bertrand Blier;Jean Dujardin, Albert Dupontel, Anne Alvaro;6.2;2,627;;;25 Aug 2010;87 min;French;France;;4 wins & 2 nominations;;80%
tt1677561;Colorful;2010;Animation, Drama, Fantasy;Keiichi Hara;Eto Mori, Miho Maruo;Kumiko Asô, Chris Ayres, Greg Ayres;7.4;7,271;;;21 Aug 2010;126 min;Japanese;Japan;TV-14;3 wins & 4 nominations;;
tt1244658;Burning Bright;2010;Drama, Horror, Thriller;Carlos Brooks;Christine Coyle Johnson, Julie Prendiville Roux, David Higgins;Briana Evigan, Charlie Tahan, Garret Dillahunt;5.8;8,230;;;02 May 2012;89 min;English;United States;PG-13;;;
tt1319704;Chatroom;2010;Drama, Horror, Thriller;Hideo Nakata;Enda Walsh;Jacob Anderson, Matthew Ashforde, Dorothy Atkinson;5.4;9,705;;;22 Dec 2010;97 min;English;United Kingdom;R;1 win & 2 nominations;;9%
tt1194263;Get Low;2009;Drama, Mystery;Aaron Schneider;Chris Provenzano, C. Gaby Mitchell, Scott Seeke;Robert Duvall, Bill Murray, Sissy Spacek;7.0;24,247;77;$9,176,933;27 Aug 2010;103 min;English;United States, Germany, Poland;PG-13;4 wins & 28 nominations total;77/100;84%
tt1407084;Twelve;2010;Action, Drama, Thriller;Joel Schumacher;Jordan Melamed, Nick McDonell;Chace Crawford, Emma Roberts, Rory Culkin;5.6;12,796;22;$183,920;06 Aug 2010;93 min;English;United States, France;R;1 nomination total;22/100;3%
tt1268987;Operation: Endgame;2010;Action, Comedy;Fouad Mikati;Sam Levinson, Brian Watanabe;Joe Anderson, Rob Corddry, Ellen Barkin;4.9;10,947;;;19 May 2012;87 min;English;United States;R;;;
tt1625340;The Client List;2010;Drama;Eric Laneuville;Suzanne Martin;Jennifer Love Hewitt, Teddy Sears, Sonja Bennett;5.6;8,426;;;19 Jul 2010;88 min;English;United States;TV-14;1 win & 1 nomination;;
tt1666642;Revenge of the Bridesmaids;2010;Comedy, Romance;James Hayman;David Kendall, Bob Young, Stephanie Phillips;Raven-Symoné, JoAnna Garcia Swisher, Beth Broderick;5.9;6,375;;;18 Jul 2010;95 min;English, French;United States;PG-13;2 nominations;;
tt1690470;Pokémon: Zoroark: Master of Illusions;2010;Animation, Action, Adventure;Kunihiko Yuyama;Satoshi Tajiri, Hideki Sonoda;Ikue Ôtani, Sarah Natochenny, Wayne Grayson;6.1;2,450;;;05 Feb 2011;96 min;Japanese, English;Japan;Not Rated;1 win;;
tt1233219;My Son, My Son, What Have Ye Done;2009;Drama, Thriller;Werner Herzog;Herbert Golder, Werner Herzog;Michael Shannon, Willem Dafoe, Chloë Sevigny;6.1;10,872;59;;08 Jul 2010;91 min;English;United States, Germany;R;2 nominations;59/100;50%
tt1321865;Carlos;2010;Biography, Crime, Drama;;;Edgar Ramírez, Alexander Scheer, Fadi Abi Samra;7.6;14,539;;;11 Oct 2010;2 min;English, Arabic, German, Spanish, French, Hungarian, Japanese, Russian;France, Germany;Not Rated;Nominated for 2 Primetime Emmys. 18 wins & 47 nominations total;94/100;
tt0445054;7 Days;2010;Crime, Drama, Horror;Daniel Grou;Patrick Senécal;Claude Legault, Rémy Girard, Martin Dubreuil;6.5;8,928;;;12 Nov 2010;105 min;French, English;Canada;Not Rated;10 nominations total;;86%
tt1629377;Kidnapped;2010;Action, Horror, Thriller;Miguel Ángel Vivas;Javier García Arredondo, Miguel Ángel Vivas;Fernando Cayo, Manuela Vellés, Ana Wagener;6.4;8,661;49;;25 Feb 2011;85 min;Spanish, Albanian;Spain, France;Not Rated;2 wins & 6 nominations;49/100;42%
tt1639426;Udaan;2010;Drama;Vikramaditya Motwane;Vikramaditya Motwane, Anurag Kashyap, Devanshu Singh;Rajat Barmecha, Ronit Roy, Manjot Singh;8.1;47,890;;$7,461;16 Jul 2010;134 min;Hindi;India;Not Rated;23 wins & 22 nominations;;
tt1153546;BloodRayne: The Third Reich;2011;Action, Adventure, Fantasy;Uwe Boll;Michael Nachoff;Natassia Malthe, Brendan Fletcher, Michael Paré;3.0;6,808;;;17 Mar 2012;79 min;English;United States, Canada, Germany;R;;;
tt1455151;My Afternoons with Margueritte;2010;Comedy, Drama;Jean Becker;Jean Becker, Jean-Loup Dabadie, Marie-Sabine Roger;Gérard Depardieu, Gisèle Casadesus, Maurane;7.2;7,709;59;$666,557;16 Sep 2011;82 min;French, Flemish;France;Not Rated;1 win;59/100;85%
tt1514041;4.3.2.1.;2010;Action, Adventure, Crime;Noel Clarke, Mark Davis;Noel Clarke;Emma Roberts, Tamsin Egerton, Ophelia Lovibond;5.8;11,116;;;02 Jun 2010;117 min;English;United Kingdom, United States;Not Rated;1 win & 3 nominations total;;37%
tt1198101;Kites;2010;Action, Drama, Romance;Anurag Basu;Anurag Basu, Robin Bhatt, Sanjeev Dutta;Hrithik Roshan, Bárbara Mori, Nicholas Brown;6.0;13,956;62;$1,685,269;21 May 2010;123 min;English, Hindi, Spanish;India, United States;Not Rated;5 nominations;62/100;71%
tt1537401;Leap Year;2010;Drama, Romance;Michael Rowe;Lucía Carreras, Michael Rowe;Mónica Del Carmen, Gustavo Sánchez Parra, Marco Zapata;5.8;2,882;71;$12,979;24 Jun 2011;94 min;Spanish;Mexico;Unrated;3 wins & 4 nominations total;71/100;89%
tt1560993;L'amour, c'est mieux à deux;2010;Comedy, Romance;Dominique Farrugia, Arnaud Lemort;Franck Dubosc, Arnaud Lemort;Clovis Cornillac, Virginie Efira, Manu Payet;5.7;1,824;;;05 May 2010;100 min;French;France;;;;
tt1434443;R;2010;Crime, Drama;Tobias Lindholm, Michael Noer;Tobias Lindholm, Michael Noer;Pilou Asbæk, Dulfi Al-Jabouri, Roland Møller;7.1;5,425;67;;17 Jun 2011;99 min;Danish, Arabic;Denmark;Unrated;14 wins & 8 nominations;67/100;91%
